country_long,gender,age
Poland,Male,21
Denmark,Male,23
Spain,Female,23
Spain,Female,37
Spain,Male,37
Spain,Male,42
Spain,Female,22
Spain,Female,31
France,Male,33
France,Male,28
France,Male,23
France,Male,23
France,Male,24
France,Male,22
France,Male,30
France,Male,25
France,Male,25
France,Male,30
France,Male,26
France,Male,20
France,Male,25
Rwanda,Female,39
AIN,Male,30
Spain,Male,27
Spain,Female,24
Spain,Male,33
Spain,Male,25
Spain,Female,30
Spain,Female,33
Spain,Male,24
Spain,Male,32
Spain,Male,21
France,Female,35
France,Female,30
France,Female,24
France,Female,31
France,Female,21
France,Female,25
France,Female,27
France,Female,32
France,Female,26
France,Female,33
France,Female,28
France,Female,29
France,Female,28
France,Female,29
France,Female,31
Croatia,Female,24
Croatia,Female,27
Pakistan,Male,37
Uzbekistan,Male,28
Uzbekistan,Male,28
Uzbekistan,Male,25
Sweden,Male,25
Sweden,Male,42
Sweden,Female,25
France,Male,36
France,Male,36
France,Female,17
France,Female,22
Sweden,Female,25
France,Female,15
France,Female,18
France,Male,26
France,Female,14
France,Male,28
France,Male,26
France,Male,26
Kenya,Male,24
Kenya,Male,25
Kenya,Male,29
Kenya,Male,29
Kenya,Male,24
Kenya,Male,22
Kenya,Male,24
Kenya,Male,24
Kenya,Male,22
Kenya,Male,29
Kenya,Male,26
Kenya,Male,25
Kenya,Male,28
Kenya,Female,24
Kenya,Male,24
France,Male,33
France,Male,42
France,Male,20
France,Female,26
France,Female,26
France,Male,24
France,Female,30
France,Female,24
France,Male,28
France,Male,38
France,Female,27
France,Female,27
France,Female,22
Uzbekistan,Female,20
Angola,Female,23
Uzbekistan,Female,16
Uzbekistan,Female,17
Uzbekistan,Female,22
Uzbekistan,Female,17
Angola,Male,34
Uzbekistan,Female,19
Germany,Female,33
Germany,Female,33
Germany,Female,32
Germany,Female,28
Germany,Female,27
Germany,Female,26
Germany,Female,25
Germany,Female,25
Germany,Female,25
Germany,Female,24
Germany,Female,24
Germany,Female,24
Germany,Female,23
Germany,Female,29
Germany,Female,22
Germany,Female,34
Germany,Female,34
Germany,Female,26
Germany,Female,27
Germany,Female,23
Jamaica,Female,38
Puerto Rico,Female,23
El Salvador,Male,37
Fiji,Male,19
Chinese Taipei,Female,31
Chinese Taipei,Female,35
Chinese Taipei,Female,38
Cuba,Female,30
Cuba,Female,35
Guam,Female,32
Cuba,Male,28
United Republic of Tanzania,Male,29
Türkiye,Female,37
Uzbekistan,Male,22
Uzbekistan,Male,22
Chinese Taipei,Male,22
Mongolia,Male,20
Uzbekistan,Male,31
Türkiye,Female,28
Uzbekistan,Female,22
Malaysia,Female,26
Uzbekistan,Female,24
Malaysia,Female,24
United Arab Emirates,Male,40
United Arab Emirates,Male,36
Türkiye,Female,23
Malaysia,Female,21
Japan,Female,26
Japan,Male,31
Türkiye,Female,31
Türkiye,Male,26
Türkiye,Male,17
Chinese Taipei,Female,27
Türkiye,Male,17
Türkiye,Female,25
Chinese Taipei,Female,29
Türkiye,Male,21
Chinese Taipei,Female,26
Republic of Moldova,Male,32
Chinese Taipei,Female,27
Republic of Moldova,Male,32
Chinese Taipei,Male,26
Chinese Taipei,Male,28
Republic of Moldova,Female,36
Republic of Moldova,Male,29
Republic of Moldova,Male,25
Türkiye,Female,29
Türkiye,Female,29
Egypt,Female,28
Republic of Moldova,Male,23
Croatia,Male,27
Estonia,Male,21
Republic of Moldova,Female,23
Republic of Moldova,Male,21
Burkina Faso,Female,18
Egypt,Female,19
Burkina Faso,Male,25
Japan,Female,27
Japan,Female,18
Japan,Female,19
Japan,Female,21
Japan,Female,22
Japan,Female,28
Japan,Female,25
Japan,Female,28
Japan,Female,20
Japan,Female,25
Japan,Female,20
Japan,Female,25
Japan,Female,25
Japan,Female,28
Japan,Female,24
Japan,Female,26
Japan,Female,29
Japan,Female,27
Japan,Female,30
Japan,Female,26
Japan,Female,34
Japan,Female,28
Chinese Taipei,Male,21
Japan,Female,30
Japan,Female,23
Japan,Female,25
Japan,Female,26
Japan,Female,28
Japan,Female,26
Japan,Female,26
Japan,Female,25
Japan,Female,29
Japan,Female,28
Japan,Female,26
Japan,Female,28
Japan,Female,35
Japan,Female,28
Japan,Female,30
Japan,Female,32
Egypt,Female,18
France,Female,31
France,Male,20
France,Male,33
France,Female,34
France,Female,34
France,Male,37
France,Male,32
France,Female,26
France,Male,37
France,Female,17
France,Female,22
France,Male,23
France,Female,27
France,Female,21
France,Male,29
Republic of Moldova,Female,30
Republic of Moldova,Female,25
Croatia,Male,24
Lithuania,Male,33
Türkiye,Female,25
Lithuania,Male,37
Türkiye,Female,24
Lithuania,Male,35
Türkiye,Female,27
Lithuania,Male,28
Qatar,Male,29
Türkiye,Female,31
Qatar,Male,29
Lithuania,Male,31
Egypt,Female,22
Türkiye,Female,24
Mongolia,Male,28
Guinea,Female,23
Türkiye,Female,24
Egypt,Female,22
Türkiye,Female,26
South Africa,Male,30
South Africa,Male,21
Egypt,Female,19
Lithuania,Male,23
Türkiye,Female,18
Egypt,Male,23
Lithuania,Male,30
Egypt,Female,19
Türkiye,Female,22
Denmark,Male,30
Denmark,Male,27
Denmark,Female,27
Denmark,Male,32
Denmark,Male,35
Denmark,Female,29
Denmark,Female,33
Denmark,Male,30
Denmark,Female,25
Türkiye,Female,22
Egypt,Female,28
Denmark,Male,23
Denmark,Male,35
Denmark,Female,28
Denmark,Female,30
Denmark,Female,24
Denmark,Male,44
Denmark,Female,34
Egypt,Female,19
Egypt,Female,19
Argentina,Male,27
Mali,Male,23
Argentina,Female,31
Norway,Female,27
Egypt,Female,25
Norway,Male,26
Egypt,Female,16
Egypt,Female,19
Egypt,Male,22
Mali,Male,21
Norway,Male,29
France,Male,21
France,Male,18
France,Male,30
France,Female,39
France,Female,20
France,Female,19
Egypt,Male,18
Germany,Female,33
Germany,Male,33
Mali,Male,22
France,Male,26
France,Male,20
France,Male,38
France,Male,25
France,Male,41
France,Female,31
France,Female,24
France,Female,23
France,Female,22
Germany,Male,29
Germany,Male,26
Germany,Male,32
Germany,Female,27
Germany,Female,26
Germany,Female,24
Germany,Female,23
Germany,Male,38
Germany,Male,34
Germany,Male,26
Germany,Male,27
Germany,Male,30
Germany,Male,28
Germany,Female,24
Germany,Female,26
Germany,Female,31
Germany,Female,28
Germany,Female,27
Germany,Female,26
Germany,Female,24
Germany,Male,23
Germany,Female,26
Germany,Male,22
Germany,Male,30
Germany,Male,30
Germany,Female,22
Germany,Male,20
Germany,Male,32
Germany,Female,21
Germany,Female,18
Germany,Female,35
Jamaica,Female,26
Jamaica,Female,20
Mali,Male,21
Sweden,Male,48
Sweden,Female,41
Sweden,Female,37
Sweden,Female,44
Jamaica,Female,24
Jamaica,Female,33
Jamaica,Female,31
Jamaica,Female,28
Jamaica,Female,22
Jamaica,Female,23
Jamaica,Female,19
Cuba,Male,32
Japan,Female,28
Japan,Male,28
Japan,Male,28
Japan,Male,30
Japan,Female,33
New Zealand,Female,24
New Zealand,Male,19
Japan,Male,20
Japan,Female,24
Japan,Male,25
Japan,Male,40
New Zealand,Female,25
New Zealand,Male,27
Republic of Korea,Male,30
Republic of Korea,Female,30
Republic of Korea,Male,29
People's Republic of China,Female,25
People's Republic of China,Female,26
People's Republic of China,Female,29
People's Republic of China,Female,29
People's Republic of China,Female,26
People's Republic of China,Female,27
Japan,Male,31
Japan,Female,33
Japan,Male,31
Japan,Female,26
Japan,Male,29
Japan,Male,27
France,Female,25
France,Female,29
France,Female,26
France,Female,32
France,Female,28
France,Female,31
France,Female,25
France,Male,28
France,Male,29
France,Male,23
France,Male,28
France,Male,23
France,Male,27
France,Male,35
Hungary,Female,24
Egypt,Female,20
Egypt,Male,31
Republic of Korea,Female,22
Republic of Korea,Female,24
Republic of Korea,Female,29
Republic of Korea,Male,29
Republic of Korea,Female,24
Republic of Korea,Male,25
Republic of Korea,Female,26
Republic of Korea,Female,32
Republic of Korea,Male,25
Republic of Korea,Female,28
Republic of Korea,Female,30
Republic of Korea,Male,27
Sweden,Female,34
Sweden,Female,36
Sweden,Female,34
Sweden,Female,26
Sweden,Female,49
Sweden,Male,62
Sweden,Male,43
Sweden,Male,52
Japan,Female,20
Japan,Male,20
Japan,Female,25
Japan,Male,21
Japan,Male,24
Japan,Male,24
Japan,Female,18
Japan,Female,24
Japan,Female,33
Japan,Female,22
Japan,Female,25
Japan,Female,21
Japan,Female,29
Japan,Female,29
Japan,Female,24
Japan,Male,23
Japan,Male,28
Japan,Male,27
Japan,Male,27
Japan,Male,30
Japan,Female,23
Japan,Male,28
Japan,Female,28
Japan,Female,23
Japan,Female,24
Japan,Male,18
Japan,Male,32
Japan,Male,18
Japan,Male,21
Japan,Male,23
Japan,Male,26
Japan,Male,27
Japan,Male,26
Japan,Male,29
Japan,Male,34
Japan,Male,35
Japan,Male,29
Japan,Male,24
Japan,Male,29
Japan,Male,25
Japan,Female,22
Japan,Female,18
Japan,Female,21
Japan,Female,20
Japan,Female,17
Japan,Female,25
Japan,Female,23
Japan,Female,25
Japan,Female,29
San Marino,Male,28
Japan,Female,26
Japan,Male,23
Japan,Male,37
Japan,Female,33
Montenegro,Female,20
Lesotho,Female,29
Montenegro,Male,19
Czechia,Female,26
Czechia,Female,33
Czechia,Female,29
Czechia,Female,23
Czechia,Male,29
Czechia,Male,42
Republic of Korea,Female,25
Republic of Korea,Female,34
Germany,Male,35
Germany,Male,29
Germany,Male,29
Germany,Female,31
Germany,Male,28
Germany,Male,28
Germany,Female,25
Germany,Female,24
Germany,Female,22
Germany,Female,31
Germany,Female,23
Germany,Female,23
Germany,Male,28
Germany,Male,34
Japan,Male,18
Japan,Female,21
Japan,Male,28
Japan,Female,27
AIN,Female,19
Egypt,Male,23
San Marino,Female,36
Egypt,Female,26
Czechia,Male,19
Czechia,Male,21
Czechia,Male,26
Czechia,Male,27
Czechia,Male,26
Czechia,Female,28
Czechia,Female,26
Czechia,Female,24
Czechia,Male,31
Czechia,Female,19
Czechia,Male,24
Czechia,Male,22
Czechia,Male,23
Czechia,Female,21
Czechia,Female,22
Czechia,Male,18
Czechia,Male,28
Czechia,Male,24
Czechia,Female,34
Czechia,Female,31
Czechia,Female,33
Czechia,Male,26
Czechia,Female,21
Czechia,Male,33
Czechia,Male,23
Czechia,Female,29
Czechia,Female,25
Czechia,Male,34
Czechia,Female,25
San Marino,Male,23
Denmark,Female,26
Denmark,Male,28
Denmark,Female,34
Denmark,Female,22
Denmark,Female,31
Denmark,Male,34
Denmark,Male,48
Denmark,Female,32
Denmark,Female,32
Denmark,Male,38
Argentina,Male,28
Denmark,Male,36
Denmark,Female,28
Denmark,Male,23
Denmark,Male,30
Denmark,Female,24
Denmark,Male,28
Denmark,Male,25
Czechia,Male,28
Cabo Verde,Male,28
Denmark,Female,28
Denmark,Female,28
Denmark,Female,21
Denmark,Female,19
Denmark,Female,22
Denmark,Female,26
Denmark,Female,27
Denmark,Female,23
Denmark,Male,31
Denmark,Female,25
Denmark,Female,29
Denmark,Female,31
Denmark,Female,24
Denmark,Female,39
Denmark,Female,22
Denmark,Female,30
Germany,Female,25
Germany,Female,25
Germany,Male,27
Germany,Male,35
Burundi,Male,27
Burundi,Male,25
Israel,Female,33
Israel,Female,24
Israel,Female,30
Israel,Female,25
Israel,Female,24
Israel,Female,24
Israel,Female,26
Argentina,Female,26
Israel,Male,21
Argentina,Male,36
Israel,Male,30
Israel,Male,30
Argentina,Male,24
Israel,Male,32
Venezuela,Female,39
Israel,Male,32
Argentina,Female,25
Denmark,Female,26
Denmark,Female,22
Denmark,Female,24
Denmark,Female,24
Denmark,Female,17
Denmark,Female,19
Denmark,Female,25
Denmark,Female,22
France,Male,32
France,Male,32
France,Male,28
France,Male,38
France,Male,36
France,Male,40
France,Male,29
France,Male,28
France,Male,27
France,Male,27
France,Male,25
France,Male,34
France,Male,26
France,Male,29
France,Male,27
France,Male,30
Jamaica,Female,22
Jamaica,Female,31
France,Female,29
France,Female,23
France,Male,22
France,Male,21
Venezuela,Male,32
Cuba,Female,34
Cuba,Male,29
South Africa,Female,26
South Africa,Male,34
Burkina Faso,Male,21
South Africa,Male,33
South Africa,Female,35
South Africa,Male,24
Cuba,Male,22
Cuba,Male,23
Malaysia,Female,24
Malaysia,Female,20
Malaysia,Female,19
New Zealand,Female,31
Cuba,Male,24
Cuba,Female,33
France,Female,29
Republic of Korea,Female,17
Republic of Korea,Male,25
Republic of Korea,Male,20
Republic of Korea,Female,24
Republic of Korea,Female,24
Republic of Korea,Female,34
Republic of Korea,Female,24
Republic of Korea,Male,24
Republic of Korea,Female,32
Republic of Korea,Female,43
Republic of Korea,Female,31
Republic of Korea,Male,25
Republic of Korea,Female,19
Republic of Korea,Male,24
Republic of Korea,Male,34
Republic of Korea,Female,21
Poland,Male,27
Poland,Male,30
Poland,Male,26
Norway,Male,28
Norway,Female,17
Czechia,Male,31
Poland,Male,24
Poland,Male,38
Poland,Female,27
Poland,Female,34
Poland,Female,32
Poland,Female,36
Poland,Female,30
Poland,Female,29
Poland,Female,20
Poland,Female,25
Poland,Male,25
Poland,Male,32
Poland,Female,24
Poland,Female,26
Poland,Male,33
Poland,Male,31
Poland,Male,32
Norway,Female,25
Croatia,Male,29
Hungary,Male,26
Malta,Male,27
Hungary,Female,23
Republic of Korea,Male,27
Republic of Korea,Male,27
Republic of Korea,Female,29
Republic of Korea,Female,21
Republic of Korea,Male,31
Norway,Female,26
Czechia,Female,27
Czechia,Male,27
Refugee Olympic Team,Male,30
Refugee Olympic Team,Male,24
Refugee Olympic Team,Male,25
Refugee Olympic Team,Female,26
Refugee Olympic Team,Female,32
Refugee Olympic Team,Male,25
Refugee Olympic Team,Female,21
Refugee Olympic Team,Male,44
Refugee Olympic Team,Female,28
Refugee Olympic Team,Female,30
Refugee Olympic Team,Male,26
Refugee Olympic Team,Male,29
Refugee Olympic Team,Male,31
Refugee Olympic Team,Male,33
Refugee Olympic Team,Male,26
Refugee Olympic Team,Male,32
Refugee Olympic Team,Female,30
Refugee Olympic Team,Female,33
Refugee Olympic Team,Male,23
Refugee Olympic Team,Male,30
Refugee Olympic Team,Male,28
Refugee Olympic Team,Female,29
Refugee Olympic Team,Male,20
Refugee Olympic Team,Female,31
Refugee Olympic Team,Male,32
Refugee Olympic Team,Female,21
Refugee Olympic Team,Male,27
Refugee Olympic Team,Male,32
Refugee Olympic Team,Female,28
Refugee Olympic Team,Male,23
Refugee Olympic Team,Male,26
Refugee Olympic Team,Male,21
Refugee Olympic Team,Female,20
Morocco,Male,25
Kenya,Female,23
Kenya,Female,31
Kenya,Female,32
Kenya,Female,23
Kenya,Female,26
Kenya,Female,30
Kenya,Female,31
Kenya,Female,21
Kenya,Female,25
Kenya,Female,25
Kenya,Female,25
Kenya,Female,23
Denmark,Male,32
Denmark,Male,21
Denmark,Male,27
Denmark,Female,24
Denmark,Female,26
Denmark,Male,28
Denmark,Female,27
Denmark,Male,22
Denmark,Female,33
Hungary,Female,21
Hungary,Female,17
Denmark,Female,25
Denmark,Female,24
Denmark,Female,30
Denmark,Male,25
Denmark,Female,24
Denmark,Female,28
Denmark,Female,24
Denmark,Male,39
Denmark,Male,30
Denmark,Male,24
Denmark,Female,32
Denmark,Male,27
Denmark,Female,34
Denmark,Female,27
Denmark,Female,33
Denmark,Female,26
Denmark,Male,36
Denmark,Female,26
Denmark,Female,31
Denmark,Male,28
Denmark,Male,43
Denmark,Female,32
Denmark,Male,30
Denmark,Male,37
Denmark,Male,22
Denmark,Male,25
Denmark,Male,26
Denmark,Male,33
Denmark,Male,29
Denmark,Female,35
Denmark,Female,28
Denmark,Male,30
Denmark,Female,30
Czechia,Male,24
Sudan,Male,28
Thailand,Female,30
Thailand,Female,27
Thailand,Female,24
Czechia,Male,20
Czechia,Female,27
Czechia,Male,19
Czechia,Female,24
Denmark,Male,26
Denmark,Female,28
Denmark,Female,25
Denmark,Female,29
France,Male,32
France,Male,26
France,Male,31
France,Male,24
France,Male,26
France,Male,22
France,Male,24
France,Male,30
France,Male,22
France,Male,32
France,Male,32
France,Male,32
France,Male,23
France,Male,29
France,Male,30
France,Male,35
France,Male,25
France,Male,22
Denmark,Female,26
Hungary,Male,23
Belgium,Female,24
Belgium,Male,24
Hungary,Female,21
Belgium,Male,21
Belgium,Male,32
Belgium,Male,29
Belgium,Male,24
Belgium,Female,33
Belgium,Female,27
Belgium,Male,25
Belgium,Female,23
Belgium,Male,25
Belgium,Male,27
Belgium,Female,26
Belgium,Male,34
Belgium,Male,26
Belgium,Male,28
Belgium,Male,30
Belgium,Female,31
Belgium,Male,28
Belgium,Female,29
Belgium,Male,35
Belgium,Female,23
Belgium,Male,25
Belgium,Female,24
Belgium,Male,25
Belgium,Female,22
Belgium,Male,26
Belgium,Female,28
Belgium,Female,24
Belgium,Male,24
Belgium,Female,37
Belgium,Male,28
Belgium,Female,20
Belgium,Female,30
Belgium,Female,28
Belgium,Female,23
Belgium,Female,24
Belgium,Female,24
Belgium,Female,31
Belgium,Female,26
Belgium,Female,26
Belgium,Female,32
Belgium,Male,28
Belgium,Female,30
France,Male,32
France,Male,32
France,Female,24
France,Female,27
France,Male,30
France,Female,25
France,Female,35
France,Male,33
France,Male,27
France,Female,26
France,Female,32
France,Female,25
France,Male,24
France,Female,25
France,Male,25
France,Male,26
France,Male,30
France,Female,22
France,Female,26
France,Male,27
France,Male,32
France,Female,24
France,Female,25
France,Male,28
France,Male,29
France,Female,23
France,Male,22
France,Female,21
France,Male,28
France,Male,32
France,Male,25
France,Male,29
France,Male,23
France,Male,27
Argentina,Male,24
Argentina,Female,24
Argentina,Male,26
Puerto Rico,Female,31
Germany,Female,24
Germany,Male,30
Germany,Male,25
Argentina,Male,25
Great Britain,Female,31
Great Britain,Male,27
Great Britain,Male,28
Argentina,Male,41
Argentina,Male,36
Argentina,Male,23
Argentina,Female,27
Great Britain,Male,32
Great Britain,Male,32
Great Britain,Female,30
Great Britain,Female,29
Great Britain,Male,21
Great Britain,Female,26
Great Britain,Male,29
Great Britain,Female,33
Great Britain,Male,21
Great Britain,Female,24
Great Britain,Male,26
El Salvador,Male,23
Germany,Female,27
Germany,Female,25
Germany,Male,31
Germany,Male,34
Germany,Male,27
Germany,Male,21
Germany,Male,19
Germany,Female,20
Germany,Female,22
Germany,Female,20
Germany,Female,18
Germany,Male,29
Germany,Female,16
Germany,Female,17
Germany,Female,20
Germany,Female,18
Niger,Female,24
Niger,Male,30
Cuba,Female,36
Japan,Female,27
Japan,Female,25
Japan,Female,22
Japan,Male,21
Japan,Female,27
Japan,Female,27
Japan,Male,26
Japan,Female,29
Japan,Female,26
Japan,Female,25
Japan,Female,23
Japan,Male,32
Japan,Male,27
Japan,Male,30
Japan,Male,28
Japan,Male,26
Japan,Male,27
Japan,Male,37
Japan,Male,22
Japan,Male,24
Japan,Male,29
Japan,Male,25
Japan,Male,28
Japan,Male,29
Japan,Male,30
Japan,Male,23
Japan,Male,26
Japan,Male,25
Japan,Male,29
Japan,Male,30
Japan,Male,34
Japan,Male,32
Japan,Female,23
Japan,Female,26
Japan,Female,37
Japan,Male,31
Japan,Female,27
Japan,Male,35
Uzbekistan,Male,21
Uzbekistan,Male,21
Uzbekistan,Male,22
Eritrea,Male,30
Japan,Female,26
Japan,Female,32
Japan,Male,33
Japan,Female,30
Japan,Female,28
Japan,Male,22
Japan,Male,24
Japan,Male,28
Japan,Female,24
Japan,Female,24
Japan,Male,27
Japan,Male,28
Japan,Male,31
Japan,Female,30
Uzbekistan,Male,21
Mongolia,Male,28
Uzbekistan,Male,23
Uzbekistan,Male,23
Uzbekistan,Male,22
Uzbekistan,Male,23
Uzbekistan,Male,22
Uzbekistan,Male,20
Uzbekistan,Male,23
Uzbekistan,Male,22
Uzbekistan,Male,23
Uzbekistan,Male,22
Uzbekistan,Male,23
Uzbekistan,Male,20
Uzbekistan,Male,21
Uzbekistan,Male,23
Uzbekistan,Male,25
Uzbekistan,Male,29
Uzbekistan,Male,24
Uzbekistan,Male,28
Uzbekistan,Female,26
Uzbekistan,Female,18
Uzbekistan,Male,24
Angola,Male,24
Ethiopia,Male,24
Ethiopia,Male,24
Angola,Male,24
Angola,Male,35
Niger,Male,20
Ethiopia,Male,20
Ukraine,Female,27
Ukraine,Female,25
Ukraine,Female,26
Ukraine,Female,26
Ethiopia,Female,19
Ethiopia,Female,23
Cuba,Female,25
Cuba,Male,31
Cuba,Male,47
Cuba,Male,35
Qatar,Female,21
Qatar,Male,23
Bangladesh,Female,25
Ukraine,Female,27
Ukraine,Female,26
Ukraine,Male,27
Ukraine,Male,32
Ukraine,Male,25
Ukraine,Male,27
Ukraine,Male,29
Ukraine,Female,35
Jordan,Male,26
Jordan,Male,30
Jordan,Male,29
Israel,Female,23
Israel,Male,30
Egypt,Female,28
Ukraine,Female,28
Ukraine,Female,32
Ukraine,Female,32
Ukraine,Female,38
Ukraine,Male,33
Ukraine,Male,34
Israel,Male,26
Egypt,Male,23
Israel,Female,21
Israel,Female,23
Israel,Male,21
Tuvalu,Male,25
Somalia,Male,26
Israel,Female,32
Israel,Female,22
Israel,Female,23
Tuvalu,Female,20
Israel,Male,24
Israel,Female,21
Israel,Female,19
Egypt,Male,24
Sudan,Male,23
Qatar,Male,26
Egypt,Male,26
Egypt,Female,21
Israel,Male,23
Israel,Male,24
Israel,Male,21
Israel,Male,22
Israel,Female,22
Israel,Male,20
Israel,Male,27
Israel,Male,23
Israel,Male,24
Israel,Male,20
Egypt,Male,23
Ukraine,Male,17
Ukraine,Male,31
Ukraine,Male,19
Ukraine,Male,21
Ukraine,Female,19
Ukraine,Female,22
Ukraine,Female,31
Ukraine,Female,33
Ukraine,Female,23
Ukraine,Female,23
Ukraine,Female,30
Ukraine,Female,32
Ukraine,Female,32
Ukraine,Female,24
Ukraine,Female,22
Ukraine,Male,34
Ukraine,Female,29
Ukraine,Female,30
Ukraine,Male,21
Ukraine,Male,31
Ukraine,Male,22
Ukraine,Male,32
Ukraine,Male,19
Ukraine,Female,17
Ukraine,Female,16
Ukraine,Female,22
Ukraine,Female,20
Ukraine,Female,19
Ukraine,Female,17
Ukraine,Female,16
Ukraine,Female,28
Ukraine,Female,32
Ukraine,Female,31
Ukraine,Female,37
Ukraine,Female,28
Ukraine,Female,33
Ukraine,Female,25
Ukraine,Female,34
Ukraine,Female,23
Ukraine,Male,28
Ukraine,Male,22
Ukraine,Female,31
New Zealand,Female,26
New Zealand,Female,21
Fiji,Female,27
South Africa,Male,34
South Africa,Male,30
South Africa,Female,35
South Africa,Female,34
Liberia,Male,33
Liberia,Male,23
Liberia,Male,22
Liberia,Male,20
Liberia,Male,27
Liberia,Female,30
Liberia,Female,28
Liberia,Female,24
Fiji,Male,19
Mauritius,Female,28
United Republic of Tanzania,Male,32
Thailand,Female,25
Thailand,Female,27
Thailand,Male,21
Thailand,Male,20
Zambia,Male,23
Australia,Male,27
Australia,Female,22
Saudi Arabia,Male,52
Republic of Moldova,Male,28
Great Britain,Male,30
Great Britain,Female,28
Great Britain,Female,28
Republic of Moldova,Female,31
Saudi Arabia,Male,29
Saudi Arabia,Male,26
Thailand,Male,24
Norway,Female,28
Norway,Male,24
Israel,Male,24
Thailand,Female,31
Israel,Male,25
Thailand,Female,23
Norway,Male,24
Israel,Female,32
Thailand,Female,24
Estonia,Female,35
People's Republic of China,Female,28
Thailand,Female,26
San Marino,Female,20
Norway,Male,25
Luxembourg,Male,32
Great Britain,Female,27
Great Britain,Female,27
Great Britain,Female,29
Great Britain,Female,29
Great Britain,Female,29
Norway,Male,45
Norway,Male,30
Thailand,Female,23
Tajikistan,Male,22
People's Republic of China,Female,35
People's Republic of China,Female,27
Croatia,Female,30
Thailand,Male,23
Spain,Female,34
Spain,Female,37
Spain,Male,23
Spain,Male,30
Thailand,Male,32
Israel,Male,27
Germany,Female,37
Germany,Male,31
Germany,Male,28
Germany,Female,33
Germany,Female,29
Germany,Male,33
Germany,Male,32
Germany,Male,32
Germany,Male,32
Germany,Female,32
Germany,Female,29
Germany,Female,24
Germany,Female,26
Germany,Male,25
Germany,Male,26
Germany,Female,24
Germany,Female,23
Germany,Female,23
Germany,Male,30
Germany,Female,30
Germany,Male,27
Germany,Female,28
Germany,Male,23
Germany,Female,24
Germany,Female,21
Germany,Female,20
Germany,Female,20
Germany,Male,29
Thailand,Male,29
Togo,Male,32
Great Britain,Male,29
Great Britain,Male,35
Great Britain,Female,32
Great Britain,Male,28
Great Britain,Female,26
Great Britain,Female,24
Great Britain,Male,26
Great Britain,Female,30
Great Britain,Male,31
Great Britain,Female,23
Great Britain,Female,25
Great Britain,Female,34
Great Britain,Male,29
Great Britain,Male,25
Great Britain,Female,30
Great Britain,Male,25
Great Britain,Male,25
Great Britain,Female,34
Great Britain,Female,28
Great Britain,Female,24
Great Britain,Female,26
Great Britain,Female,31
Great Britain,Female,36
Great Britain,Male,32
Great Britain,Male,28
Great Britain,Male,32
Great Britain,Male,28
Great Britain,Female,31
Great Britain,Male,25
Great Britain,Male,27
Great Britain,Male,34
Great Britain,Female,26
Great Britain,Male,23
Georgia,Male,25
Ireland,Male,37
Georgia,Male,23
Dominican Republic,Male,29
Hungary,Female,22
Germany,Female,30
Germany,Female,31
Germany,Female,26
Germany,Female,29
Germany,Female,36
Germany,Female,31
Germany,Male,31
Germany,Male,35
Germany,Male,29
Germany,Male,33
Germany,Female,25
Germany,Female,25
Germany,Female,25
Germany,Female,26
Germany,Female,25
Germany,Female,26
Germany,Female,28
Germany,Male,26
Germany,Male,24
Germany,Female,24
Germany,Male,25
Germany,Male,24
Germany,Female,28
Germany,Male,22
Germany,Male,21
Germany,Male,27
Germany,Female,20
Germany,Male,34
Germany,Male,34
Germany,Male,28
Germany,Male,22
Germany,Female,29
Hungary,Female,27
Italy,Male,29
Italy,Female,27
Italy,Male,26
Italy,Female,24
Italy,Female,25
Italy,Female,33
Italy,Female,26
Italy,Male,23
Hungary,Female,22
Italy,Female,32
Italy,Male,25
Italy,Female,25
Italy,Female,23
Hungary,Male,24
Hungary,Male,27
Italy,Male,30
Italy,Female,23
Italy,Female,37
Italy,Male,32
Italy,Female,28
Italy,Male,23
Italy,Male,19
Italy,Female,24
Dominican Republic,Female,28
Great Britain,Female,28
Great Britain,Male,31
Great Britain,Male,29
Great Britain,Female,23
Great Britain,Female,32
Great Britain,Male,41
Great Britain,Male,39
Great Britain,Female,23
Great Britain,Male,32
Great Britain,Male,31
Great Britain,Female,34
Great Britain,Male,36
Great Britain,Female,31
Great Britain,Female,25
Dominican Republic,Male,28
France,Male,42
France,Female,46
France,Male,43
France,Male,47
France,Male,49
France,Male,30
France,Male,35
France,Male,38
France,Female,47
France,Male,31
France,Male,44
Dominican Republic,Female,57
Argentina,Female,18
Great Britain,Female,28
Great Britain,Male,23
Great Britain,Male,34
Great Britain,Male,37
Great Britain,Male,32
Great Britain,Male,35
Great Britain,Female,32
Jamaica,Male,27
France,Male,22
France,Male,21
France,Male,23
France,Male,21
France,Male,19
France,Male,22
France,Male,23
France,Male,33
France,Male,22
France,Male,22
France,Male,22
France,Male,21
France,Male,22
France,Male,22
France,Male,21
France,Male,23
France,Male,19
France,Male,22
France,Male,23
Togo,Female,24
Great Britain,Male,30
Great Britain,Male,24
Great Britain,Female,24
Great Britain,Male,26
Great Britain,Male,26
Great Britain,Male,29
Great Britain,Female,28
Great Britain,Female,20
Great Britain,Female,25
Great Britain,Male,24
Jamaica,Male,22
Ethiopia,Male,42
Great Britain,Male,28
Great Britain,Male,27
Great Britain,Female,26
Great Britain,Female,38
Great Britain,Male,30
Great Britain,Male,29
Great Britain,Female,26
Great Britain,Female,31
Great Britain,Female,29
Great Britain,Male,30
Great Britain,Female,29
Great Britain,Male,29
Great Britain,Female,32
Great Britain,Male,26
