country_long,gender,age
Italy,Male,29
Croatia,Male,36
Croatia,Male,36
Japan,Male,22
Japan,Female,29
Japan,Female,33
Japan,Male,22
Japan,Male,22
Japan,Male,24
Japan,Male,21
Japan,Male,33
Japan,Male,27
Japan,Female,29
Japan,Male,26
Japan,Male,25
Japan,Male,28
Japan,Male,30
Japan,Male,28
Japan,Female,25
Japan,Female,27
Mongolia,Male,26
Italy,Female,26
Italy,Female,28
Italy,Female,26
Italy,Female,21
Italy,Female,29
Italy,Female,30
Italy,Female,22
Italy,Female,28
Italy,Female,23
Italy,Female,24
Italy,Female,37
Italy,Female,30
Japan,Male,28
Japan,Female,36
Japan,Male,30
Japan,Female,26
Japan,Female,25
Japan,Male,22
Japan,Female,25
Japan,Male,25
Japan,Male,22
Japan,Female,24
Japan,Male,21
Japan,Female,21
Japan,Male,26
Italy,Male,20
Italy,Female,34
Italy,Female,22
Italy,Male,36
Italy,Male,26
Italy,Male,37
Italy,Male,36
Estonia,Male,34
Estonia,Female,18
Norway,Male,33
Croatia,Male,28
Croatia,Female,35
Croatia,Female,34
Croatia,Male,28
Croatia,Female,29
Croatia,Male,30
Croatia,Female,32
Croatia,Female,25
Bulgaria,Female,23
Croatia,Male,29
Uruguay,Male,25
Uruguay,Female,25
Estonia,Male,25
Uruguay,Male,23
Guinea,Female,25
Lithuania,Male,22
Lithuania,Male,24
Estonia,Female,34
Italy,Male,22
Italy,Female,20
Italy,Female,23
Italy,Female,23
Lithuania,Male,28
Lithuania,Female,24
Lithuania,Male,33
Lithuania,Female,30
Lithuania,Female,30
Colombia,Male,60
Lithuania,Female,31
Lithuania,Female,29
Lithuania,Female,32
Italy,Female,26
Italy,Female,32
Italy,Female,24
Italy,Female,27
Italy,Female,33
Italy,Female,25
Italy,Female,25
Italy,Female,25
Lithuania,Female,27
Italy,Female,27
Italy,Male,30
Italy,Male,30
Italy,Male,35
Italy,Male,28
Italy,Male,22
Italy,Male,24
Great Britain,Male,33
Italy,Female,20
Italy,Female,23
Italy,Female,28
Italy,Female,26
Italy,Female,24
Italy,Female,23
Italy,Female,22
Great Britain,Male,32
Nepal,Female,31
Lithuania,Female,32
Lithuania,Female,40
"Virgin Islands, British",Female,18
Italy,Female,32
Italy,Female,36
Italy,Female,23
Italy,Female,30
Italy,Male,24
Italy,Male,23
Italy,Male,35
Italy,Male,27
Italy,Male,23
Italy,Male,27
Great Britain,Female,24
Great Britain,Female,29
Great Britain,Male,31
Great Britain,Female,30
Great Britain,Female,33
Great Britain,Male,22
Great Britain,Male,27
Great Britain,Female,24
Great Britain,Male,24
Great Britain,Male,24
Great Britain,Male,28
Great Britain,Male,25
Great Britain,Male,25
Great Britain,Female,31
Great Britain,Male,27
Great Britain,Male,30
Great Britain,Male,29
Great Britain,Female,32
Great Britain,Male,25
Great Britain,Female,22
Great Britain,Male,30
Great Britain,Male,29
Great Britain,Female,22
Great Britain,Female,21
Great Britain,Male,23
Great Britain,Male,27
Great Britain,Male,35
Great Britain,Female,30
Great Britain,Female,27
Great Britain,Female,27
Great Britain,Male,31
Great Britain,Female,34
Great Britain,Male,25
Great Britain,Male,25
Great Britain,Male,30
Great Britain,Female,31
Great Britain,Female,28
Great Britain,Female,28
Great Britain,Female,28
Great Britain,Female,25
Great Britain,Female,31
Great Britain,Male,25
Great Britain,Male,33
Great Britain,Male,30
Great Britain,Female,27
Great Britain,Female,26
Great Britain,Male,23
Great Britain,Female,31
Great Britain,Female,29
Great Britain,Male,27
Great Britain,Female,31
Great Britain,Female,31
Great Britain,Female,27
Lithuania,Female,17
Italy,Male,31
Italy,Male,30
Italy,Female,33
Italy,Female,39
Italy,Female,30
Italy,Female,35
Italy,Male,37
Italy,Male,30
Italy,Male,23
Italy,Male,22
Italy,Female,30
Italy,Female,27
Italy,Female,29
Italy,Female,35
Venezuela,Male,39
Lithuania,Male,30
Lithuania,Female,32
Venezuela,Male,28
Lithuania,Male,30
Venezuela,Male,37
Chile,Male,31
Venezuela,Male,28
Lithuania,Female,21
Grenada,Female,17
Venezuela,Female,26
Venezuela,Male,34
Venezuela,Male,27
Venezuela,Female,33
Venezuela,Female,30
Venezuela,Female,31
Haiti,Male,34
"Hong Kong, China",Male,27
"Hong Kong, China",Female,32
"Hong Kong, China",Female,31
"Hong Kong, China",Female,27
"Hong Kong, China",Female,22
"Hong Kong, China",Female,26
"Hong Kong, China",Female,18
"Hong Kong, China",Male,28
"Hong Kong, China",Male,29
"Hong Kong, China",Female,21
"Hong Kong, China",Female,33
"Hong Kong, China",Female,26
"Hong Kong, China",Female,23
Eritrea,Male,26
Turkmenistan,Female,18
Italy,Male,24
Italy,Female,27
Italy,Female,22
Italy,Female,30
Italy,Female,21
Italy,Female,26
Italy,Male,26
Italy,Male,26
Italy,Female,22
Italy,Male,32
Italy,Female,21
Italy,Male,27
Italy,Male,31
Italy,Male,30
Italy,Male,24
Italy,Female,19
Italy,Male,30
Italy,Male,29
Italy,Female,26
Italy,Male,25
Italy,Male,27
Italy,Male,23
Italy,Male,26
Italy,Male,25
Italy,Female,19
Italy,Female,21
Italy,Female,24
Italy,Female,30
Italy,Female,22
Italy,Male,28
Italy,Male,30
Italy,Male,25
Italy,Male,30
Italy,Male,21
Italy,Male,34
Italy,Male,31
Italy,Male,28
Italy,Male,34
Italy,Male,30
Italy,Male,22
Italy,Male,22
Italy,Male,26
Italy,Male,31
Italy,Male,31
Italy,Male,29
Italy,Female,25
Italy,Male,30
Italy,Male,27
Italy,Male,22
Italy,Male,21
Italy,Male,24
Italy,Male,25
Italy,Male,25
Italy,Male,24
Italy,Male,27
Italy,Male,18
Italy,Male,30
Italy,Male,22
Italy,Male,21
Italy,Female,28
Italy,Female,31
Italy,Female,24
Italy,Female,24
Italy,Female,25
Italy,Female,20
Italy,Female,24
Italy,Female,23
Italy,Female,19
Italy,Female,24
Italy,Female,29
Italy,Female,22
Italy,Female,22
Italy,Female,18
Czechia,Female,17
Czechia,Male,30
Czechia,Male,34
Czechia,Female,24
Czechia,Male,27
Czechia,Female,19
Czechia,Female,24
Czechia,Male,27
Italy,Female,29
Italy,Female,22
Italy,Female,21
Italy,Female,29
Italy,Female,24
Italy,Female,21
Italy,Female,21
Italy,Female,19
Italy,Female,27
Italy,Female,27
Italy,Female,24
Italy,Female,35
Italy,Female,25
Italy,Female,23
Italy,Female,29
Italy,Female,21
Italy,Female,29
Italy,Female,31
Italy,Female,26
Italy,Female,30
Italy,Female,30
Italy,Female,21
Nigeria,Female,25
Nigeria,Female,24
Nigeria,Female,27
Honduras,Male,29
Nigeria,Female,24
Honduras,Female,27
Honduras,Male,26
Nigeria,Female,28
Venezuela,Male,25
Nigeria,Female,25
Nigeria,Female,24
Zambia,Female,27
Zambia,Female,24
Zambia,Female,27
Zambia,Female,30
Zambia,Female,26
Zambia,Female,32
Zambia,Female,23
Zambia,Female,26
Zambia,Female,26
Zambia,Female,20
Zambia,Female,24
Zambia,Female,21
Zambia,Male,21
Bahrain,Female,31
Bahrain,Female,25
Bahrain,Female,31
Bahrain,Female,35
Bahrain,Male,28
Nigeria,Female,27
Nigeria,Male,31
Nigeria,Female,30
Nigeria,Female,27
Indonesia,Male,28
Thailand,Male,23
Indonesia,Female,26
Thailand,Male,28
Thailand,Male,28
Singapore,Female,20
Thailand,Male,27
Indonesia,Male,28
Indonesia,Female,25
Singapore,Female,36
Indonesia,Male,27
Thailand,Female,27
Indonesia,Male,28
Indonesia,Female,25
Indonesia,Male,25
Thailand,Female,31
Thailand,Female,31
Puerto Rico,Female,28
Indonesia,Female,24
Thailand,Female,32
Puerto Rico,Female,24
Thailand,Female,29
Puerto Rico,Female,31
Nigeria,Female,28
Nigeria,Female,25
Nigeria,Female,31
Nigeria,Male,31
Nigeria,Female,25
Puerto Rico,Male,31
Puerto Rico,Male,24
Puerto Rico,Male,31
Puerto Rico,Male,27
New Zealand,Male,23
New Zealand,Male,33
New Zealand,Male,36
New Zealand,Male,28
New Zealand,Male,23
New Zealand,Male,21
New Zealand,Male,29
New Zealand,Male,34
New Zealand,Male,34
New Zealand,Male,24
New Zealand,Male,33
New Zealand,Male,25
New Zealand,Male,27
New Zealand,Male,29
New Zealand,Male,32
New Zealand,Male,30
New Zealand,Male,23
New Zealand,Male,26
New Zealand,Male,34
Puerto Rico,Male,28
Puerto Rico,Male,26
Puerto Rico,Male,26
Puerto Rico,Male,33
Puerto Rico,Male,27
New Zealand,Female,28
New Zealand,Male,23
New Zealand,Male,27
New Zealand,Female,26
Puerto Rico,Male,29
Vanuatu,Female,19
New Zealand,Male,29
New Zealand,Female,29
New Zealand,Female,26
New Zealand,Male,25
New Zealand,Female,24
New Zealand,Male,25
New Zealand,Male,22
New Zealand,Female,22
New Zealand,Female,32
New Zealand,Male,27
New Zealand,Female,24
New Zealand,Female,29
New Zealand,Male,30
New Zealand,Female,30
New Zealand,Female,33
New Zealand,Female,29
New Zealand,Male,36
New Zealand,Male,30
New Zealand,Male,29
New Zealand,Female,20
New Zealand,Male,28
New Zealand,Male,33
New Zealand,Male,31
New Zealand,Female,23
New Zealand,Male,23
New Zealand,Male,27
New Zealand,Female,30
New Zealand,Male,24
New Zealand,Female,28
New Zealand,Male,30
New Zealand,Female,27
New Zealand,Female,24
New Zealand,Female,25
New Zealand,Female,24
New Zealand,Male,19
New Zealand,Male,28
New Zealand,Female,34
New Zealand,Male,23
New Zealand,Female,22
New Zealand,Female,27
New Zealand,Male,32
New Zealand,Male,28
Brunei Darussalam,Male,28
People's Republic of China,Male,28
New Zealand,Female,29
People's Republic of China,Male,32
People's Republic of China,Female,23
Papua New Guinea,Female,26
New Zealand,Male,28
People's Republic of China,Female,34
People's Republic of China,Female,32
People's Republic of China,Female,33
People's Republic of China,Female,28
People's Republic of China,Female,27
People's Republic of China,Female,29
People's Republic of China,Male,25
People's Republic of China,Male,28
People's Republic of China,Female,27
People's Republic of China,Female,25
People's Republic of China,Female,22
People's Republic of China,Female,30
People's Republic of China,Female,27
People's Republic of China,Female,25
People's Republic of China,Female,24
People's Republic of China,Female,29
People's Republic of China,Female,21
People's Republic of China,Female,29
People's Republic of China,Female,26
People's Republic of China,Female,30
People's Republic of China,Female,23
People's Republic of China,Female,26
People's Republic of China,Female,25
People's Republic of China,Female,24
People's Republic of China,Female,27
New Zealand,Male,25
New Zealand,Female,26
New Zealand,Female,26
New Zealand,Female,28
New Zealand,Female,31
New Zealand,Male,26
New Zealand,Female,30
New Zealand,Female,28
New Zealand,Male,28
New Zealand,Female,31
New Zealand,Male,35
New Zealand,Male,27
New Zealand,Male,24
New Zealand,Male,29
New Zealand,Male,30
New Zealand,Male,24
New Zealand,Female,34
New Zealand,Female,37
New Zealand,Female,29
New Zealand,Female,25
Thailand,Male,18
Republic of Korea,Female,34
Republic of Korea,Female,24
Republic of Korea,Male,25
Republic of Korea,Male,35
Republic of Korea,Male,35
Republic of Korea,Female,27
Republic of Korea,Female,23
Republic of Korea,Female,39
Republic of Korea,Male,26
Republic of Korea,Female,29
Republic of Korea,Male,28
Republic of Korea,Male,24
Republic of Korea,Female,31
Republic of Korea,Female,31
Thailand,Female,30
People's Republic of China,Female,29
People's Republic of China,Female,23
People's Republic of China,Female,29
People's Republic of China,Female,25
People's Republic of China,Female,28
People's Republic of China,Female,26
People's Republic of China,Female,29
People's Republic of China,Female,24
People's Republic of China,Female,25
People's Republic of China,Female,26
People's Republic of China,Female,27
People's Republic of China,Female,26
People's Republic of China,Female,27
Thailand,Female,29
People's Republic of China,Female,27
Thailand,Male,22
People's Republic of China,Female,25
People's Republic of China,Female,27
People's Republic of China,Female,23
People's Republic of China,Female,28
People's Republic of China,Female,26
People's Republic of China,Female,29
People's Republic of China,Female,27
People's Republic of China,Female,22
People's Republic of China,Female,26
People's Republic of China,Female,22
People's Republic of China,Female,27
People's Republic of China,Female,28
People's Republic of China,Female,20
Kazakhstan,Male,24
People's Republic of China,Male,28
People's Republic of China,Female,22
People's Republic of China,Female,19
People's Republic of China,Female,27
People's Republic of China,Female,32
People's Republic of China,Female,23
People's Republic of China,Male,22
People's Republic of China,Male,31
People's Republic of China,Female,27
People's Republic of China,Female,24
People's Republic of China,Female,29
People's Republic of China,Female,30
People's Republic of China,Female,17
People's Republic of China,Female,25
People's Republic of China,Male,28
People's Republic of China,Male,28
People's Republic of China,Male,29
People's Republic of China,Male,22
People's Republic of China,Female,21
People's Republic of China,Female,20
People's Republic of China,Female,26
People's Republic of China,Female,23
People's Republic of China,Female,24
People's Republic of China,Female,19
Kazakhstan,Male,26
Mongolia,Female,25
Republic of Korea,Female,27
Republic of Korea,Female,31
Republic of Korea,Female,21
Republic of Korea,Female,25
Republic of Korea,Female,23
Republic of Korea,Female,28
Republic of Korea,Female,25
Republic of Korea,Female,28
Republic of Korea,Female,28
Republic of Korea,Female,24
Republic of Korea,Female,30
Republic of Korea,Female,34
Republic of Korea,Female,31
Republic of Korea,Female,26
Republic of Korea,Female,27
Republic of Korea,Female,28
Republic of Korea,Female,23
Israel,Male,26
People's Republic of China,Male,33
Hungary,Female,28
People's Republic of China,Male,35
Israel,Male,24
Croatia,Male,26
Croatia,Female,17
People's Republic of China,Male,28
People's Republic of China,Female,22
People's Republic of China,Female,23
People's Republic of China,Female,26
People's Republic of China,Female,35
People's Republic of China,Female,23
Israel,Female,21
Israel,Female,21
Israel,Female,22
Bangladesh,Male,25
Israel,Female,25
Israel,Male,30
Mongolia,Female,31
Mongolia,Female,23
Egypt,Male,34
Egypt,Male,28
Papua New Guinea,Male,28
Mongolia,Female,23
Iceland,Female,30
Mongolia,Female,25
"Hong Kong, China",Male,33
Egypt,Male,30
Kenya,Male,28
Egypt,Male,36
Kenya,Female,24
Croatia,Male,28
Croatia,Male,24
Egypt,Male,26
Republic of Korea,Male,30
Republic of Korea,Male,25
Republic of Korea,Female,22
Republic of Korea,Female,24
Republic of Korea,Female,24
Republic of Korea,Male,24
Republic of Korea,Male,32
Republic of Korea,Male,22
Republic of Korea,Female,30
Egypt,Male,24
Egypt,Male,27
Egypt,Male,29
Kazakhstan,Male,24
Kazakhstan,Male,32
Kazakhstan,Male,24
Spain,Male,29
Spain,Male,22
Spain,Female,28
Spain,Female,40
Spain,Male,25
Spain,Male,36
Spain,Male,34
Spain,Male,25
Spain,Male,36
Poland,Female,28
Poland,Female,21
Poland,Female,29
Poland,Female,30
Poland,Female,25
Poland,Female,32
Poland,Female,27
Poland,Female,28
Poland,Female,26
Poland,Female,24
Poland,Female,26
Poland,Female,31
Poland,Female,34
Poland,Male,32
Poland,Male,30
Hungary,Female,23
Kenya,Female,29
Poland,Female,33
Poland,Female,30
Poland,Male,30
Poland,Male,29
Poland,Male,25
Nigeria,Male,26
Dominican Republic,Female,29
Kuwait,Female,33
Poland,Male,31
Zambia,Female,38
Nigeria,Male,21
Dominican Republic,Female,29
Kuwait,Male,16
Hungary,Male,24
Kenya,Male,20
Kuwait,Female,20
Hungary,Male,28
Madagascar,Male,21
Hungary,Female,32
Kenya,Female,21
Dominican Republic,Female,27
Azerbaijan,Male,37
Nigeria,Male,18
Azerbaijan,Female,35
Nigeria,Female,18
Iceland,Female,24
Madagascar,Female,20
Nigeria,Female,19
Iceland,Male,31
Iceland,Male,46
Hungary,Male,36
Dominican Republic,Female,23
Hungary,Male,29
Nigeria,Male,24
Hungary,Male,21
Central African Republic,Male,19
Hungary,Male,22
Nigeria,Male,21
Nigeria,Male,23
Central African Republic,Female,19
Nigeria,Male,31
Chile,Female,28
Bolivia,Female,28
Kazakhstan,Female,19
Kazakhstan,Male,33
Kazakhstan,Male,38
Kazakhstan,Male,28
Kazakhstan,Male,26
Kazakhstan,Female,27
Italy,Male,24
Italy,Male,24
Italy,Female,20
Chile,Male,27
Colombia,Female,25
Bolivia,Male,20
Italy,Female,28
Italy,Female,31
Ecuador,Male,29
Chile,Male,29
Dominican Republic,Male,27
Ecuador,Male,25
Chile,Male,27
Ecuador,Male,30
Argentina,Male,23
Ecuador,Male,32
Ecuador,Female,42
Ecuador,Female,32
France,Female,32
France,Female,26
France,Female,27
France,Female,26
France,Female,28
France,Female,24
France,Female,29
France,Female,30
France,Female,34
France,Female,24
France,Female,33
France,Female,27
France,Female,35
France,Female,29
France,Female,24
France,Female,21
France,Female,27
France,Female,29
France,Female,26
France,Female,35
Cyprus,Female,40
Colombia,Female,26
Colombia,Male,31
Suriname,Male,24
Argentina,Male,24
Argentina,Male,22
Colombia,Male,32
Argentina,Male,23
Kazakhstan,Male,18
Kazakhstan,Male,21
Kazakhstan,Male,27
Kazakhstan,Male,37
Kazakhstan,Female,25
Argentina,Male,22
Ecuador,Female,24
Ecuador,Female,23
Argentina,Male,22
Argentina,Male,18
Argentina,Male,22
Argentina,Male,23
Argentina,Male,23
Ecuador,Female,28
Argentina,Male,23
Ecuador,Female,24
Argentina,Male,23
Ecuador,Female,24
Argentina,Male,22
Ecuador,Female,32
Argentina,Male,36
Paraguay,Male,20
Argentina,Male,32
Paraguay,Male,21
Argentina,Male,19
Kazakhstan,Male,22
Kazakhstan,Male,25
Kazakhstan,Female,21
Kazakhstan,Female,20
Kazakhstan,Male,26
Kazakhstan,Female,23
Kazakhstan,Female,31
Kazakhstan,Female,36
Kazakhstan,Male,25
Argentina,Male,23
Haiti,Male,21
Kuwait,Male,26
Brazil,Female,20
Brazil,Male,28
United States of America,Female,26
United States of America,Female,33
United States of America,Male,31
United States of America,Male,27
United States of America,Female,33
United States of America,Female,22
United States of America,Male,27
United States of America,Male,23
United States of America,Female,19
United States of America,Female,31
United States of America,Female,23
United States of America,Male,28
United States of America,Male,27
United States of America,Female,20
United States of America,Male,31
United States of America,Male,34
United States of America,Female,30
United States of America,Male,27
United States of America,Female,30
United States of America,Male,40
United States of America,Female,28
United States of America,Male,24
United States of America,Female,20
United States of America,Female,22
Japan,Female,16
Japan,Male,21
Japan,Female,24
Japan,Female,24
Japan,Male,21
Japan,Male,23
Australia,Female,22
Australia,Male,26
Bhutan,Male,21
Indonesia,Male,23
Republic of Korea,Male,22
Republic of Korea,Female,21
Republic of Korea,Male,25
Thailand,Female,13
Republic of Korea,Male,25
Republic of Korea,Female,26
Kazakhstan,Male,27
Kazakhstan,Female,31
Kazakhstan,Female,28
Kazakhstan,Female,28
Thailand,Male,23
Thailand,Female,21
United Republic of Tanzania,Female,28
Israel,Male,17
India,Male,21
Egypt,Male,30
Kazakhstan,Male,26
Kazakhstan,Male,20
Kazakhstan,Male,29
Kazakhstan,Male,25
Kazakhstan,Male,27
Kazakhstan,Female,31
Palestine,Male,20
Kazakhstan,Male,23
Poland,Female,23
Egypt,Male,35
Egypt,Male,36
Poland,Female,27
Ireland,Male,28
Poland,Female,32
Egypt,Male,21
Poland,Female,29
Republic of Korea,Female,35
Egypt,Male,32
Ireland,Male,24
Palestine,Male,19
Hungary,Male,34
Hungary,Male,40
India,Female,30
Hungary,Male,31
Hungary,Male,22
Poland,Female,39
Egypt,Male,33
Hungary,Male,22
Hungary,Male,28
Hungary,Male,33
Egypt,Male,22
Hungary,Male,34
Hungary,Male,25
India,Female,20
Hungary,Male,31
India,Female,23
Poland,Female,34
Poland,Male,32
Poland,Male,21
Poland,Male,32
Hungary,Male,26
Poland,Female,26
Hungary,Male,27
Hungary,Male,34
Estonia,Male,39
Poland,Female,20
Poland,Male,30
Poland,Male,30
Poland,Female,28
India,Female,26
Zimbabwe,Female,21
India,Female,22
Poland,Female,36
Palestine,Male,50
Palestine,Male,28
Egypt,Male,24
Ethiopia,Female,24
Israel,Male,34
Israel,Male,29
Zimbabwe,Male,22
Israel,Female,24
Estonia,Female,31
Cyprus,Male,31
Kenya,Male,37
Kenya,Female,31
Kazakhstan,Male,27
Kazakhstan,Male,23
Kazakhstan,Male,22
Kazakhstan,Male,31
Kazakhstan,Male,24
Kazakhstan,Male,24
Kazakhstan,Male,33
Sri Lanka,Female,20
Kenya,Female,35
Egypt,Female,19
Kenya,Female,30
Egypt,Male,24
Nigeria,Male,26
Portugal,Female,27
Portugal,Male,27
Portugal,Male,30
Portugal,Female,26
Hungary,Female,30
Hungary,Female,23
Hungary,Female,27
Georgia,Female,24
Hungary,Female,24
Hungary,Female,31
Paraguay,Male,19
Hungary,Female,25
Hungary,Female,20
Nigeria,Female,33
Chile,Male,31
Hungary,Female,29
Chile,Female,35
Chile,Female,31
Paraguay,Male,23
Nigeria,Male,21
Egypt,Female,24
Poland,Female,30
Poland,Female,29
Poland,Female,23
Poland,Female,24
Poland,Female,28
Poland,Male,25
Poland,Male,34
Paraguay,Male,21
Chile,Male,28
Chile,Male,28
Chile,Male,24
Hungary,Female,28
Hungary,Female,25
Hungary,Female,25
Chile,Male,23
Hungary,Female,24
Hungary,Female,32
Hungary,Female,25
Hungary,Female,33
Egypt,Female,26
Hungary,Female,30
Hungary,Female,24
Paraguay,Male,22
Chile,Female,25
Netherlands,Female,33
Netherlands,Male,30
Bosnia and Herzegovina,Male,30
Paraguay,Male,23
Nigeria,Male,26
Nigeria,Female,22
Kenya,Male,21
Italy,Male,27
Kazakhstan,Male,25
Kazakhstan,Female,19
Kazakhstan,Male,28
Kazakhstan,Female,33
Kazakhstan,Male,25
Kazakhstan,Female,28
Kazakhstan,Female,29
Kazakhstan,Female,23
Kazakhstan,Female,30
Angola,Female,36
Ecuador,Female,29
Paraguay,Male,30
Portugal,Female,22
Portugal,Male,35
Portugal,Male,38
Portugal,Male,26
Portugal,Male,28
Portugal,Female,25
Portugal,Male,28
Portugal,Female,24
Ecuador,Female,23
Paraguay,Male,23
Paraguay,Male,23
Canada,Female,19
Spain,Female,26
Spain,Female,26
Spain,Female,24
Spain,Female,24
Spain,Female,29
Spain,Female,32
Spain,Female,28
Spain,Female,27
Spain,Female,34
Spain,Female,21
Spain,Female,23
Spain,Female,33
Spain,Female,33
Spain,Female,29
Spain,Female,24
Spain,Female,25
Spain,Male,25
Spain,Male,27
Spain,Male,24
Spain,Male,24
Spain,Male,24
Spain,Male,23
Spain,Male,24
Spain,Male,20
Spain,Male,25
Spain,Male,31
Spain,Male,23
Spain,Male,33
Spain,Male,27
Spain,Male,25
Spain,Male,25
Spain,Male,28
Spain,Male,23
Spain,Male,25
Chile,Female,28
Chile,Male,23
Jamaica,Female,22
Canada,Male,33
Canada,Male,24
Canada,Male,30
Canada,Male,24
Canada,Male,29
Canada,Male,30
Canada,Male,32
Canada,Male,30
Canada,Male,24
Canada,Male,26
Canada,Male,30
Canada,Male,31
Canada,Male,25
Chile,Male,24
Chile,Female,23
Argentina,Male,33
Sweden,Male,23
Sweden,Male,23
South Africa,Female,30
South Africa,Female,26
South Africa,Female,26
South Africa,Female,31
South Africa,Female,28
South Africa,Female,36
South Africa,Female,26
South Africa,Female,21
South Africa,Female,29
South Africa,Female,30
South Africa,Female,21
South Africa,Female,34
South Africa,Female,32
Spain,Female,25
Spain,Male,26
Spain,Male,21
Spain,Male,20
Spain,Male,27
Spain,Male,32
Chile,Female,24
Paraguay,Male,36
Paraguay,Male,21
France,Female,25
France,Female,28
France,Female,26
France,Female,32
France,Male,31
France,Male,35
France,Male,26
France,Male,22
France,Male,25
Paraguay,Male,23
Chile,Male,26
Chile,Male,29
Uganda,Male,22
Uganda,Female,22
Paraguay,Male,22
Canada,Male,27
Canada,Male,30
Canada,Female,28
Chile,Male,36
Chile,Male,22
Chile,Male,28
Chile,Male,26
Chile,Female,27
Chile,Female,27
Peru,Female,39
Peru,Female,31
Kazakhstan,Female,27
Kazakhstan,Female,25
Kazakhstan,Female,22
Kazakhstan,Male,32
Kazakhstan,Male,32
Kazakhstan,Male,23
Kazakhstan,Male,24
Kazakhstan,Male,24
Kazakhstan,Female,19
Kazakhstan,Male,29
Kazakhstan,Male,22
Kazakhstan,Male,31
Kazakhstan,Male,28
Kazakhstan,Female,21
Peru,Male,31
Colombia,Female,38
Nigeria,Female,20
Chile,Female,23
Chile,Female,33
Nigeria,Female,28
Peru,Female,31
Peru,Female,26
Chile,Female,38
Peru,Female,24
Peru,Female,25
Peru,Male,27
Peru,Male,29
Kazakhstan,Male,30
Kazakhstan,Male,33
Kazakhstan,Male,28
Chile,Male,23
Peru,Female,28
Jamaica,Female,23
Peru,Female,24
Jamaica,Female,24
Peru,Female,24
Peru,Female,24
Colombia,Male,25
Colombia,Male,17
Colombia,Male,18
Spain,Male,31
Spain,Female,19
Spain,Male,24
Spain,Male,24
Spain,Female,27
Spain,Female,21
Spain,Male,26
Spain,Male,31
Spain,Female,19
Spain,Female,22
Spain,Female,27
Spain,Female,20
Spain,Female,19
Spain,Female,20
Spain,Female,19
Spain,Female,24
Spain,Male,26
United States of America,Female,28
United States of America,Male,21
United States of America,Male,23
United States of America,Female,22
United States of America,Female,23
United States of America,Female,26
United States of America,Male,25
United States of America,Male,23
United States of America,Female,21
United States of America,Female,23
United States of America,Male,28
United States of America,Male,22
United States of America,Male,31
United States of America,Male,25
United States of America,Male,23
United States of America,Female,20
United States of America,Female,18
United States of America,Male,21
United States of America,Male,17
United States of America,Male,29
United States of America,Male,21
United States of America,Female,22
United States of America,Male,23
United States of America,Male,20
United States of America,Male,30
United States of America,Male,24
United States of America,Female,27
United States of America,Male,22
United States of America,Female,27
United States of America,Female,26
United States of America,Female,28
United States of America,Male,22
United States of America,Male,29
United States of America,Female,22
United States of America,Male,29
United States of America,Male,23
United States of America,Male,20
United States of America,Female,18
United States of America,Male,24
United States of America,Female,22
United States of America,Male,26
United States of America,Male,22
United States of America,Female,23
United States of America,Female,21
United States of America,Female,20
United States of America,Female,17
United States of America,Female,23
United States of America,Male,18
Aruba,Female,21
Myanmar,Female,25
Kyrgyzstan,Male,24
Kyrgyzstan,Male,26
Papua New Guinea,Male,24
Papua New Guinea,Female,26
Kazakhstan,Male,30
Kazakhstan,Male,26
Kazakhstan,Male,28
Indonesia,Male,24
Papua New Guinea,Male,25
Papua New Guinea,Male,26
Papua New Guinea,Male,34
Zambia,Male,22
Republic of Korea,Male,22
Republic of Korea,Male,29
Republic of Korea,Female,32
Republic of Korea,Female,29
Republic of Korea,Male,27
Republic of Korea,Female,20
Ireland,Male,26
Egypt,Male,21
Egypt,Male,20
Egypt,Male,19
Egypt,Male,29
Ireland,Female,25
Egypt,Female,21
Hungary,Male,24
Kenya,Male,27
Ireland,Female,49
Hungary,Female,24
Hungary,Female,25
Egypt,Female,14
Egypt,Female,17
Egypt,Male,21
Ireland,Female,24
Hungary,Male,25
Egypt,Female,28
Egypt,Male,30
Egypt,Female,18
Egypt,Female,23
Egypt,Female,25
Kenya,Male,24
Estonia,Male,26
Egypt,Male,17
Estonia,Male,30
Estonia,Male,26
Hungary,Male,29
Estonia,Male,32
Egypt,Male,34
Egypt,Male,30
Egypt,Male,27
Egypt,Male,24
Georgia,Male,21
Botswana,Male,21
Hungary,Female,30
Poland,Male,32
Estonia,Female,20
Hungary,Male,25
Israel,Male,29
Palestine,Male,23
Bosnia and Herzegovina,Female,18
Portugal,Male,27
Portugal,Male,27
Kenya,Male,21
AIN,Male,23
Egypt,Male,21
Argentina,Male,32
Portugal,Female,46
Portugal,Female,30
Portugal,Male,29
Portugal,Male,36
Portugal,Male,38
Hungary,Male,25
Portugal,Male,35
Portugal,Male,35
Portugal,Male,25
Portugal,Female,37
Hungary,Female,23
Hungary,Male,27
Germany,Female,24
Egypt,Male,23
Zambia,Male,22
Egypt,Male,23
Bosnia and Herzegovina,Male,21
Zambia,Male,23
Chile,Female,40
Chile,Female,58
Poland,Male,32
Poland,Female,32
Poland,Female,25
Poland,Male,53
Senegal,Male,31
Nigeria,Female,22
Israel,Male,19
Israel,Female,21
Nigeria,Male,22
Egypt,Male,23
Poland,Female,37
Poland,Female,59
Tunisia,Female,24
Tunisia,Male,27
Poland,Male,26
Poland,Female,32
Poland,Male,37
Poland,Male,31
